mutation,replicate,PC1,PC2
K103N+M230L,1,0.89961267,0.751047
K103N+M230L,1,1.4359125,-0.7074523
K103N+M230L,1,-0.4556532,0.7173764
K103N+M230L,1,-0.6169873,-0.08048639
K103N+M230L,1,0.47191763,0.097112335
K103N+M230L,1,0.2050535,-1.7031248
K103N+M230L,1,-0.9793522,1.2737187
K103N+M230L,1,0.098917924,-1.2980971
K103N+M230L,1,0.12662478,-0.06706289
K103N+M230L,1,1.4280683,-0.7233854
K103N+M230L,1,0.4786283,1.0598415
K103N+M230L,1,0.16159233,1.1975567
K103N+M230L,1,0.51333106,1.1159269
K103N+M230L,1,-0.16729558,1.0574025
K103N+M230L,1,0.38084573,1.4776949
K103N+M230L,1,0.5906852,0.8052175
K103N+M230L,1,1.9461758,1.2937722
K103N+M230L,1,0.7886755,2.3509386
K103N+M230L,1,-0.6580477,-0.023230305
K103N+M230L,1,-0.21415453,1.7804201
K103N+M230L,1,0.6502717,0.44433755
K103N+M230L,1,0.25754136,0.8005857
K103N+M230L,1,-0.34877276,1.4393057
K103N+M230L,1,1.2827969,-1.488277
K103N+M230L,1,1.1495535,1.5124669
K103N+M230L,1,0.4585199,2.3810134
K103N+M230L,1,1.3272098,0.57670975
K103N+M230L,1,0.5281521,1.043357
K103N+M230L,1,0.33295208,-0.22790663
K103N+M230L,1,1.2506618,2.2831879
K103N+M230L,1,1.222713,0.5799125
K103N+M230L,1,1.1213295,-0.9921299
K103N+M230L,1,-1.5677961,-0.95858043
K103N+M230L,1,-0.3989792,0.7398229
K103N+M230L,1,-0.9595161,2.2500474
K103N+M230L,1,-0.48875174,1.9723701
K103N+M230L,1,-1.0616193,0.8595312
K103N+M230L,1,0.26378146,0.6566092
K103N+M230L,1,-1.378899,2.1306584
K103N+M230L,1,-1.4774138,3.257843
K103N+M230L,1,-0.38583162,2.3103116
K103N+M230L,1,0.25656128,1.8403785
K103N+M230L,1,0.5670182,1.935489
K103N+M230L,1,-0.3762381,1.7326112
K103N+M230L,1,-0.49696416,1.5805123
K103N+M230L,1,0.3916143,0.34861198
K103N+M230L,1,1.2035494,0.31616402
K103N+M230L,1,0.4458082,2.0870366
K103N+M230L,1,0.92063737,-0.09280034
K103N+M230L,1,0.65872353,0.44849548
K103N+M230L,1,1.8585191,-0.007118025
K103N+M230L,1,1.4954543,0.20855899
K103N+M230L,1,1.6597139,0.21132503
K103N+M230L,1,1.8843257,2.382604
K103N+M230L,1,0.5263282,-1.2374903
K103N+M230L,1,0.93060076,-0.5670052
K103N+M230L,1,1.5222832,1.0185874
K103N+M230L,1,0.2630657,-0.6265308
K103N+M230L,1,1.9078827,0.65512735
K103N+M230L,1,0.59079516,0.21211065
K103N+M230L,1,1.6260657,0.2434889
K103N+M230L,1,0.2616658,0.9213687
K103N+M230L,1,1.1746732,0.5780822
K103N+M230L,1,-0.46452537,2.3690827
K103N+M230L,1,0.19655803,0.28397328
K103N+M230L,1,-1.0877347,1.7419119
K103N+M230L,1,0.28210956,-0.18873848
K103N+M230L,1,0.7970919,0.778631
K103N+M230L,1,0.69458824,-0.51452714
K103N+M230L,1,0.86373067,-0.2558024
K103N+M230L,1,0.4258696,0.115384
K103N+M230L,1,0.41032055,1.2914206
K103N+M230L,1,0.5559466,0.36120003
K103N+M230L,1,-0.5126051,0.91092014
K103N+M230L,1,0.3868529,-0.71779627
K103N+M230L,1,-0.46238604,0.82574594
K103N+M230L,2,-2.1363602,0.5077312
K103N+M230L,2,-1.4731971,1.16386
K103N+M230L,2,-1.3691455,1.4410192
K103N+M230L,2,-2.4061062,0.20983948
K103N+M230L,2,-1.7990351,1.439882
K103N+M230L,2,-2.9364948,1.708985
K103N+M230L,2,-2.4309752,0.5253623
K103N+M230L,2,-1.6660568,1.0971904
K103N+M230L,2,-2.033333,1.6211735
K103N+M230L,2,-3.5740283,2.4631698
K103N+M230L,2,-2.0135217,2.349278
K103N+M230L,2,-2.4014313,0.13492347
K103N+M230L,2,-1.5433639,2.5094335
K103N+M230L,2,-1.54499,2.7369652
K103N+M230L,2,-2.1199553,0.99774617
K103N+M230L,2,-1.7325646,1.8679578
K103N+M230L,2,-1.308794,1.6176274
K103N+M230L,2,-2.317673,2.758437
K103N+M230L,2,-2.0134957,2.7658498
K103N+M230L,2,-3.143637,0.15939549
K103N+M230L,2,-2.7317317,1.8404533
K103N+M230L,2,-0.46332842,2.3417897
K103N+M230L,2,-1.0557563,1.7224717
K103N+M230L,2,-2.5345347,1.0000836
K103N+M230L,2,-2.6488545,1.4254481
K103N+M230L,2,-2.3193944,2.0907679
K103N+M230L,2,-1.5195224,2.0476398
K103N+M230L,2,-0.31773496,1.6597869
K103N+M230L,2,-3.0083277,2.2463508
K103N+M230L,2,-2.1624024,1.4407355
K103N+M230L,2,-2.561409,1.7632326
K103N+M230L,2,-2.2252152,2.720563
K103N+M230L,2,-2.121497,2.1520264
K103N+M230L,2,-1.4149145,2.5590992
K103N+M230L,2,-3.4045794,2.484775
K103N+M230L,2,-1.8055397,0.96194786
K103N+M230L,2,-1.8879349,2.6964688
K103N+M230L,2,-2.309655,1.3255461
K103N+M230L,2,-1.8105046,0.5257583
K103N+M230L,2,-1.9250675,0.3393305
K103N+M230L,2,-5.047596,3.054285
K103N+M230L,2,-2.2614052,1.1378498
K103N+M230L,2,-1.7143626,3.09694
K103N+M230L,2,-2.1146457,0.237792
K103N+M230L,2,-2.2021897,1.8139119
K103N+M230L,2,-1.8914984,1.4887801
K103N+M230L,2,-3.1975765,1.2365918
K103N+M230L,2,-1.1068978,1.142716
K103N+M230L,2,-2.1079257,2.493274
K103N+M230L,2,-1.4978229,1.2136272
K103N+M230L,2,-1.4582686,2.1364877
K103N+M230L,2,-0.89287186,2.6088004
K103N+M230L,2,-1.602046,2.631491
K103N+M230L,2,-0.6244193,1.8470395
K103N+M230L,2,-1.9908637,1.6451191
K103N+M230L,2,-1.2749015,1.5618078
K103N+M230L,2,-1.3227144,2.7776225
K103N+M230L,2,-2.363123,2.766565
K103N+M230L,2,-1.8837104,0.95185494
K103N+M230L,2,-4.510928,1.87503
K103N+M230L,2,-2.241927,1.9058781
K103N+M230L,2,-1.3879908,1.4857963
K103N+M230L,2,-2.0528505,0.39612144
K103N+M230L,2,-2.981544,1.9066226
K103N+M230L,2,-2.4308996,1.0088896
K103N+M230L,2,-2.455704,3.2648993
K103N+M230L,2,-3.5248682,1.3589791
K103N+M230L,2,-2.110075,2.3385081
K103N+M230L,2,-0.7458192,1.4594218
K103N+M230L,2,-2.9589455,1.9099579
K103N+M230L,2,-1.5464339,1.3716391
K103N+M230L,2,-1.8119581,-0.68913776
K103N+M230L,2,-1.4956338,0.3763711
K103N+M230L,2,-1.4331542,1.1821882
K103N+M230L,2,-3.0111172,1.0542634
K103N+M230L,2,-2.6114814,4.0575137
K103N+M230L,2,-1.6359519,0.77940744
K103N+M230L,2,-1.864644,2.5405455
K103N+M230L,2,-2.057185,0.7497331
K103N+M230L,2,-1.3851298,2.1231294
K103N+P225H,1,0.095547974,1.5435113
K103N+P225H,1,-0.15646952,-0.6724685
K103N+P225H,1,-0.63872457,0.79473335
K103N+P225H,1,1.0609025,2.8979237
K103N+P225H,1,0.87782276,-0.2266339
K103N+P225H,1,1.0410391,-0.16171682
K103N+P225H,1,2.2012048,1.4742906
K103N+P225H,1,2.5875425,1.0313541
K103N+P225H,1,1.0598444,-0.38999236
K103N+P225H,1,1.3427887,-0.016720554
K103N+P225H,1,1.9464468,-0.053596444
K103N+P225H,1,0.9735079,1.0027065
K103N+P225H,1,0.43776903,0.37612882
K103N+P225H,1,1.634939,-0.16572802
K103N+P225H,1,1.5057044,0.7362498
K103N+P225H,1,1.3395351,-0.38167182
K103N+P225H,1,2.044271,-1.0273687
K103N+P225H,1,0.2997314,-0.0950991
K103N+P225H,1,1.7652562,-0.41710216
K103N+P225H,1,1.0989674,1.4622059
K103N+P225H,1,1.3933746,-0.0761437
K103N+P225H,1,1.1683009,0.35655054
K103N+P225H,1,1.3467295,-1.1419402
K103N+P225H,1,0.274104,0.5466685
K103N+P225H,1,0.46217212,-0.37868646
K103N+P225H,1,1.3867624,-0.009637576
K103N+P225H,1,0.44588166,-0.37724778
K103N+P225H,1,1.5502664,-1.2002106
K103N+P225H,1,1.3115768,-0.3145156
K103N+P225H,1,0.15290533,0.16389254
K103N+P225H,1,0.2544382,-0.39428756
K103N+P225H,1,1.8456702,0.3922299
K103N+P225H,1,0.3914451,-0.9315833
K103N+P225H,1,0.94361055,3.0034494
K103N+P225H,1,0.7533442,-0.61547846
K103N+P225H,1,1.3714348,-2.5294752
K103N+P225H,1,0.46932366,-0.88861084
K103N+P225H,1,1.0063292,-0.34147552
K103N+P225H,1,0.06902259,1.6682357
K103N+P225H,1,1.7212306,-0.48878816
K103N+P225H,1,1.1798841,-0.14738898
K103N+P225H,1,-1.4950466,3.5647159
K103N+P225H,1,0.9705765,0.7933589
K103N+P225H,1,1.1572891,-1.2512845
K103N+P225H,1,0.20696108,0.59022015
K103N+P225H,1,1.108043,1.4828426
K103N+P225H,1,0.21235971,-1.2524198
K103N+P225H,1,1.4636239,-3.5824685
K103N+P225H,1,1.6874448,0.54783684
K103N+P225H,1,0.6494417,-1.0367014
K103N+P225H,1,0.31383008,0.7301802
K103N+P225H,1,-2.7691796,4.24214
K103N+P225H,1,2.1322389,1.6959028
K103N+P225H,1,2.1613426,0.74501747
K103N+P225H,1,1.7851645,0.5513279
K103N+P225H,1,1.7561498,3.3542907
K103N+P225H,1,0.6367147,1.4147804
K103N+P225H,1,1.3225349,2.6856883
K103N+P225H,1,1.6231977,0.7269219
K103N+P225H,1,1.7483623,-1.3619666
K103N+P225H,1,1.2138845,-1.874641
K103N+P225H,1,2.2641068,-0.4593991
K103N+P225H,1,-0.26082462,0.2718333
K103N+P225H,1,0.7129308,1.9483699
K103N+P225H,1,2.0420213,1.159451
K103N+P225H,1,0.3302911,0.54022664
K103N+P225H,1,0.40128985,0.42373565
K103N+P225H,1,1.518697,-0.6178954
K103N+P225H,1,0.17446823,2.516533
K103N+P225H,1,1.9204578,-0.35620138
K103N+P225H,1,-0.3232056,0.8526958
K103N+P225H,1,0.76410115,-0.8727317
K103N+P225H,1,0.9297677,1.7169261
K103N+P225H,1,0.62220836,-0.25608283
K103N+P225H,1,1.5181302,-0.26032504
K103N+P225H,1,1.38233,-0.8826189
K103N+P225H,1,1.6413062,1.3492128
K103N+P225H,1,0.80714935,1.4648461
K103N+P225H,1,0.9159394,1.0962516
K103N+P225H,1,3.2417347,-0.5006581
K103N+M230L,3,-3.876698,4.177073
K103N+M230L,3,-3.6688216,4.1600413
K103N+M230L,3,-3.88576,4.030156
K103N+M230L,3,-4.6032887,2.9711173
K103N+M230L,3,-4.352227,2.7355516
K103N+M230L,3,-3.33977,1.2453499
K103N+M230L,3,-5.191658,3.071229
K103N+M230L,3,-3.0016387,2.9433522
K103N+M230L,3,-3.3070254,3.7705984
K103N+M230L,3,-3.331338,2.0351977
K103N+M230L,3,-3.436361,3.250292
K103N+M230L,3,-4.9967694,3.8743052
K103N+M230L,3,-2.7484777,1.2431389
K103N+M230L,3,-2.2590976,2.5627036
K103N+M230L,3,-3.262565,2.8466158
K103N+M230L,3,-4.264244,1.5024488
K103N+M230L,3,-3.1582742,2.3841095
K103N+M230L,3,-3.2591739,2.1556365
K103N+M230L,3,-2.119314,1.0032812
K103N+M230L,3,-2.5637863,0.69331324
K103N+M230L,3,-3.368723,2.8745036
K103N+M230L,3,-3.5603406,2.6522963
K103N+M230L,3,-3.6511478,1.5181866
K103N+M230L,3,-2.5591755,1.3093481
K103N+M230L,3,-2.1988595,1.748402
K103N+M230L,3,-1.9069357,1.1207213
K103N+M230L,3,-3.173212,1.6975898
K103N+M230L,3,-2.3323026,2.0674703
K103N+M230L,3,-3.5220637,1.8341794
K103N+M230L,3,-2.8139062,0.53495735
K103N+M230L,3,-2.3554041,2.5050497
K103N+M230L,3,-3.0664105,1.4821985
K103N+M230L,3,-3.0206857,3.3506382
K103N+M230L,3,-1.5035585,1.7545785
K103N+M230L,3,-3.0608268,5.246124
K103N+M230L,3,-2.2717843,3.5834339
K103N+M230L,3,-3.4242892,1.0529782
K103N+M230L,3,-2.0797107,1.9313395
K103N+M230L,3,-4.030493,2.4995651
K103N+M230L,3,-2.3639593,0.61955065
K103N+M230L,3,-2.8027132,2.8993764
K103N+M230L,3,-3.8280098,3.4491005
K103N+M230L,3,-2.9828994,2.2044027
K103N+M230L,3,-3.6301386,1.8092475
K103N+M230L,3,-2.3238468,1.0181615
K103N+M230L,3,-2.5379906,0.61217195
K103N+M230L,3,-2.4423478,0.5637703
K103N+M230L,3,-3.7796881,1.6129417
K103N+M230L,3,-2.7320304,0.0066158148
K103N+M230L,3,-3.6220746,3.538834
K103N+M230L,3,-2.2823172,2.623528
K103N+M230L,3,-0.71552837,2.745656
K103N+M230L,3,-1.3647904,1.2401196
K103N+M230L,3,-1.3467185,2.4782867
K103N+M230L,3,-2.1091604,1.1643479
K103N+M230L,3,-3.926791,4.6293845
K103N+M230L,3,-1.4913795,2.6174517
K103N+M230L,3,-4.162651,2.7182763
K103N+M230L,3,-3.5539277,3.2827165
K103N+M230L,3,-2.0214152,1.030071
K103N+M230L,3,-2.5203943,1.5193126
K103N+M230L,3,-2.8513281,3.3954573
K103N+M230L,3,-3.64496,1.456177
K103N+M230L,3,-3.657727,1.7732766
K103N+M230L,3,-3.3913815,3.1152587
K103N+M230L,3,-2.4867208,1.715753
K103N+M230L,3,-2.677998,1.6471823
K103N+M230L,3,-4.335283,2.5136771
K103N+M230L,3,-3.0715716,2.074233
K103N+M230L,3,-1.77511,3.8034222
K103N+M230L,3,-1.496676,1.8516493
K103N+M230L,3,-4.0669928,2.46642
K103N+M230L,3,-2.1855006,1.2002503
K103N+M230L,3,-2.5661614,2.0181472
K103N+M230L,3,-3.4199133,3.3847196
K103N+M230L,3,-2.3906088,2.3219059
K103N+M230L,3,-1.6681455,1.4332645
K103N+M230L,3,-3.8278592,2.1646109
K103N+M230L,3,-2.8108356,4.3770223
K103N+M230L,3,-1.5511463,2.251171
K103N+P225H,2,2.17332,-1.2895445
K103N+P225H,2,3.4983828,-2.0977564
K103N+P225H,2,3.370408,-2.1398633
K103N+P225H,2,2.2559464,-1.996281
K103N+P225H,2,3.463768,-2.6540062
K103N+P225H,2,2.4196439,-2.0197136
K103N+P225H,2,2.4412987,-2.755956
K103N+P225H,2,-1.1441716,2.5969288
K103N+P225H,2,3.4343355,-0.28911236
K103N+P225H,2,0.18921153,-0.8023801
K103N+P225H,2,0.7758827,-2.8677902
K103N+P225H,2,2.8439794,-3.6821342
K103N+P225H,2,-0.4506231,-3.4571927
K103N+P225H,2,1.8284317,-1.8594105
K103N+P225H,2,2.391169,-3.9686816
K103N+P225H,2,0.39093667,-2.5170963
K103N+P225H,2,2.1288407,-1.9085288
K103N+P225H,2,2.172578,-2.0318174
K103N+P225H,2,1.4041207,-1.6757371
K103N+P225H,2,1.2230989,-4.893523
K103N+P225H,2,1.7164248,-3.3501794
K103N+P225H,2,1.5516428,-1.1664864
K103N+P225H,2,0.48781514,-2.2375507
K103N+P225H,2,1.009405,-2.4520364
K103N+P225H,2,2.9002345,-3.3007927
K103N+P225H,2,3.2500238,-1.4570878
K103N+P225H,2,0.5727904,-3.436044
K103N+P225H,2,0.9297535,-2.127297
K103N+P225H,2,2.850244,-0.8920145
K103N+P225H,2,0.4261825,1.3188133
K103N+P225H,2,-1.6910871,3.259356
K103N+P225H,2,-0.34972495,2.0741396
K103N+P225H,2,-1.4096073,3.9149454
K103N+P225H,2,0.026264245,3.4450383
K103N+P225H,2,2.1975417,-1.345278
K103N+P225H,2,1.4414254,0.02930098
K103N+P225H,2,1.7077751,1.0327528
K103N+P225H,2,-1.8364018,4.6318235
K103N+P225H,2,-0.08065747,4.059497
K103N+P225H,2,2.7834952,-1.4422393
K103N+P225H,2,1.6170259,2.2421045
K103N+P225H,2,0.5997819,1.0440897
K103N+P225H,2,2.3655097,1.4664451
K103N+P225H,2,3.3246257,0.11991389
K103N+P225H,2,-1.2041576,2.7699094
K103N+P225H,2,1.4794732,1.9898969
K103N+P225H,2,2.212975,1.1275324
K103N+P225H,2,0.13735053,1.5254653
K103N+P225H,2,1.4552214,1.365049
K103N+P225H,2,2.0437238,0.20521466
K103N+P225H,2,1.3459678,0.9169973
K103N+P225H,2,0.09119813,2.0411494
K103N+P225H,2,0.83894867,-1.011051
K103N+P225H,2,-0.42360324,1.778952
K103N+P225H,2,1.0035397,1.2529722
K103N+P225H,2,2.6936564,-1.9612209
K103N+P225H,2,2.0212314,2.0316107
K103N+P225H,2,3.2381017,0.018310579
K103N+P225H,2,3.04133,-2.6233552
K103N+P225H,2,2.3260133,-3.4964342
K103N+P225H,2,3.243359,-0.56593764
K103N+P225H,2,1.8905942,0.618447
K103N+P225H,2,3.4503608,-0.9816302
K103N+P225H,2,2.0692656,-0.099040605
K103N+P225H,2,2.2867014,-1.5142398
K103N+P225H,2,3.112676,0.108463615
K103N+P225H,2,3.38634,-1.4780768
K103N+P225H,2,1.9012498,-1.5212812
K103N+P225H,2,2.0889935,-2.7259037
K103N+P225H,2,2.6374035,-0.7031976
K103N+P225H,2,2.3844066,-3.0897982
K103N+P225H,2,2.6539235,-1.6846855
K103N+P225H,2,1.2897499,0.5841708
K103N+P225H,2,3.0050743,-0.60695326
K103N+P225H,2,-0.07491834,-0.2793561
K103N+P225H,2,1.6237658,-0.7560232
K103N+P225H,2,-1.3830893,-0.4638445
K103N+P225H,2,2.3946314,-3.7047474
K103N+P225H,2,1.652956,-1.4016851
K103N+P225H,2,2.1784234,-2.2339184
K103N+P225H,3,1.8387558,-2.776146
K103N+P225H,3,3.6093688,-2.19773
K103N+P225H,3,1.7667401,-3.169083
K103N+P225H,3,0.655326,-4.020743
K103N+P225H,3,2.4220612,-4.00899
K103N+P225H,3,3.2346878,-3.1294694
K103N+P225H,3,0.9453895,-1.8773541
K103N+P225H,3,1.4854906,-1.7504056
K103N+P225H,3,1.0497568,-1.87748
K103N+P225H,3,0.70077914,-2.3166444
K103N+P225H,3,0.7053358,-2.772646
K103N+P225H,3,1.4819467,-2.978349
K103N+P225H,3,0.8994017,-2.3275874
K103N+P225H,3,1.112212,-4.0604663
K103N+P225H,3,1.8544762,-0.7480583
K103N+P225H,3,0.95171034,-2.7161293
K103N+P225H,3,0.5001085,-1.0767244
K103N+P225H,3,1.7995046,-2.3080683
K103N+P225H,3,2.2533658,-1.9044853
K103N+P225H,3,1.1553234,-0.92082626
K103N+P225H,3,1.0076715,-0.27331185
K103N+P225H,3,-0.41745415,0.42631918
K103N+P225H,3,1.983789,-1.2432814
K103N+P225H,3,-0.010692531,0.19251575
K103N+P225H,3,1.3782964,-2.8321562
K103N+P225H,3,2.011337,-1.9440095
K103N+P225H,3,2.262675,-2.3448617
K103N+P225H,3,1.2662432,-1.3243183
K103N+P225H,3,0.27476916,0.65884876
K103N+P225H,3,1.7210693,0.99179244
K103N+P225H,3,0.85738015,1.535927
K103N+P225H,3,0.081336446,2.882513
K103N+P225H,3,1.7548727,2.5387073
K103N+P225H,3,0.28946674,3.5564616
K103N+P225H,3,0.9665831,3.534693
K103N+P225H,3,1.7054663,2.0463119
K103N+P225H,3,0.23311956,2.305248
K103N+P225H,3,2.0121891,1.9673926
K103N+P225H,3,1.4143534,1.8568846
K103N+P225H,3,0.8659996,2.0497866
K103N+P225H,3,0.4942639,2.0198183
K103N+P225H,3,1.2665497,1.9023716
K103N+P225H,3,-0.42886007,3.0104191
K103N+P225H,3,0.35504243,1.2335579
K103N+P225H,3,2.2023387,2.3686962
K103N+P225H,3,-0.46568543,3.436525
K103N+P225H,3,0.119059004,3.3125527
K103N+P225H,3,0.7532291,3.7288413
K103N+P225H,3,0.02415999,2.9480534
K103N+P225H,3,0.5949777,0.32651287
K103N+P225H,3,1.5427383,-0.29236385
K103N+P225H,3,-1.1439865,2.4944077
K103N+P225H,3,0.2975339,2.0139432
K103N+P225H,3,1.6006007,-1.0678453
K103N+P225H,3,2.0003214,1.8802752
K103N+P225H,3,-0.13487291,1.835175
K103N+P225H,3,0.14178063,1.2511177
K103N+P225H,3,0.6924466,2.5516403
K103N+P225H,3,-0.8192551,2.3001375
K103N+P225H,3,1.652913,1.5134699
K103N+P225H,3,1.0852805,-1.0491112
K103N+P225H,3,-0.8212168,2.6897776
K103N+P225H,3,1.1290759,2.457793
K103N+P225H,3,0.19587702,-1.1006306
K103N+P225H,3,1.5663872,-0.4218672
K103N+P225H,3,1.3751595,-2.054557
K103N+P225H,3,1.3693091,-1.3108238
K103N+P225H,3,1.189976,-2.1782722
K103N+P225H,3,2.4724724,-3.282641
K103N+P225H,3,0.8723105,-2.4798818
K103N+P225H,3,1.5680302,-0.46289563
K103N+P225H,3,1.3884903,-1.4470845
K103N+P225H,3,0.32271934,-0.579615
K103N+P225H,3,2.199142,-0.9870996
K103N+P225H,3,1.0737902,-1.230219
K103N+P225H,3,0.1531236,0.14886685
K103N+P225H,3,0.34788817,-1.7493998
K103N+P225H,3,2.3163333,0.28192353
K103N+P225H,3,0.48404983,-0.39092126
K103N+P225H,3,1.0368816,0.28851244
L100I+K103N,2,2.7351882,-2.2803686
L100I+K103N,2,0.10494545,-0.13833784
L100I+K103N,2,0.8249313,1.3214493
L100I+K103N,2,1.3019876,1.5584987
L100I+K103N,2,2.4036384,2.3411434
L100I+K103N,2,0.7087959,2.3548298
L100I+K103N,2,0.89054126,-0.45096
L100I+K103N,2,1.4808099,0.3072841
L100I+K103N,2,0.4943537,-0.013335138
L100I+K103N,2,0.89150596,0.6005862
L100I+K103N,2,0.5643924,-2.5915616
L100I+K103N,2,1.9890687,-1.763833
L100I+K103N,2,1.7021803,-0.5705539
L100I+K103N,2,1.0373994,-1.5707163
L100I+K103N,2,1.4068483,-1.2220533
L100I+K103N,2,1.5489315,-1.343798
L100I+K103N,2,1.252248,-0.7873939
L100I+K103N,2,2.2813704,-0.89723986
L100I+K103N,2,0.8715773,-2.2391417
L100I+K103N,2,1.2570201,-1.8768318
L100I+K103N,2,0.4365015,-0.6352787
L100I+K103N,2,1.0111294,-2.1223633
L100I+K103N,2,1.4022483,-0.9339956
L100I+K103N,2,1.0778393,-0.20029356
L100I+K103N,2,0.74619544,-2.2630854
L100I+K103N,2,0.046472315,-0.66606134
L100I+K103N,2,1.9373384,-0.831786
L100I+K103N,2,2.1008632,-1.4921622
L100I+K103N,2,1.4775426,-0.7509216
L100I+K103N,2,1.3637797,-1.4658453
L100I+K103N,2,0.68020034,-2.3275254
L100I+K103N,2,0.58488953,-0.6328966
L100I+K103N,2,1.3597523,-1.8845322
L100I+K103N,2,-0.41021058,-0.6766067
L100I+K103N,2,1.1426028,-2.068778
L100I+K103N,2,2.2713344,-2.2613592
L100I+K103N,2,1.2425058,-1.107728
L100I+K103N,2,1.0974029,-1.5005186
L100I+K103N,2,1.599864,-2.1106615
L100I+K103N,2,0.049108278,-0.41094095
L100I+K103N,2,1.797756,-1.9487271
L100I+K103N,2,1.9517194,-0.018358355
L100I+K103N,2,1.7458996,-1.2063442
L100I+K103N,2,1.0264033,-1.3285911
L100I+K103N,2,2.5080523,1.0663006
L100I+K103N,2,1.1260391,-0.6203254
L100I+K103N,2,1.0258613,-0.51017463
L100I+K103N,2,1.7255383,-1.2990699
L100I+K103N,2,0.05179322,-1.0163527
L100I+K103N,2,1.6432607,-1.6994077
L100I+K103N,2,0.67496777,0.25881612
L100I+K103N,2,1.927339,-0.72323036
L100I+K103N,2,1.1889102,-1.2030329
L100I+K103N,2,1.1666088,0.6643403
L100I+K103N,2,2.1177404,-1.6798538
L100I+K103N,2,0.8282006,-0.33469138
L100I+K103N,2,1.0519496,-0.45460403
L100I+K103N,2,0.16106223,-0.09425691
L100I+K103N,2,-0.5047404,0.59976315
L100I+K103N,2,1.322008,1.0479393
L100I+K103N,2,1.217923,-0.6280221
L100I+K103N,2,0.4860594,-0.45288396
L100I+K103N,2,-0.5143969,-0.67695105
L100I+K103N,2,2.1094801,-0.057909094
L100I+K103N,2,1.2153915,-2.5577354
L100I+K103N,2,1.330426,-0.7077019
L100I+K103N,2,0.0940689,-1.014734
L100I+K103N,2,2.6475556,0.46637923
L100I+K103N,2,2.526744,-1.622082
L100I+K103N,2,1.4812243,0.67699957
L100I+K103N,2,1.4033306,-1.8783706
L100I+K103N,2,2.619827,0.015851408
L100I+K103N,2,1.2624992,-0.18165454
L100I+K103N,2,1.5773132,-1.7499492
L100I+K103N,2,2.1255088,-0.8451697
L100I+K103N,2,1.6216323,-0.627149
L100I+K103N,2,1.1143366,-0.6990668
L100I+K103N,2,0.8928825,-1.6958699
L100I+K103N,2,0.7483949,0.32600322
L100I+K103N,2,2.2055688,-1.000975
L100I+K103N,1,0.2806913,-1.9234961
L100I+K103N,1,-0.10177613,1.3266495
L100I+K103N,1,1.6442511,0.4180095
L100I+K103N,1,-0.08839964,-0.572008
L100I+K103N,1,1.2028192,-0.75048524
L100I+K103N,1,1.6702235,0.46276647
L100I+K103N,1,-0.6244577,0.877705
L100I+K103N,1,-0.16341111,1.5075269
L100I+K103N,1,-0.4488466,1.6242564
L100I+K103N,1,-1.7492667,1.2258786
L100I+K103N,1,-1.453376,1.4818586
L100I+K103N,1,-0.61459273,-0.01906762
L100I+K103N,1,-1.5360456,0.49759206
L100I+K103N,1,-0.09305205,1.0291636
L100I+K103N,1,0.16904382,0.40794107
L100I+K103N,1,-0.011700216,-0.82285285
L100I+K103N,1,1.0639832,0.2841582
L100I+K103N,1,0.752673,-0.15961182
L100I+K103N,1,0.8916022,-0.030480033
L100I+K103N,1,-0.046146613,1.2376682
L100I+K103N,1,0.67399555,1.8920708
L100I+K103N,1,-0.41223362,0.86385965
L100I+K103N,1,-1.2599075,-0.08084198
L100I+K103N,1,-0.22804417,0.18572378
L100I+K103N,1,0.58607316,0.255954
L100I+K103N,1,-0.45767704,2.17354
L100I+K103N,1,-0.7022908,4.5592237
L100I+K103N,1,1.1240549,0.7332154
L100I+K103N,1,1.304747,-0.8038289
L100I+K103N,1,0.8856354,1.1463819
L100I+K103N,1,-2.103872,0.0030377423
L100I+K103N,1,1.6244696,-2.6831324
L100I+K103N,1,0.12756181,0.80536485
L100I+K103N,1,-0.43857956,1.5398775
L100I+K103N,1,1.0432332,-0.8821623
L100I+K103N,1,-0.07710923,0.6926047
L100I+K103N,1,0.020599928,2.4525595
L100I+K103N,1,0.4044559,0.19547963
L100I+K103N,1,0.9487986,0.68906546
L100I+K103N,1,-0.82580775,1.5804169
L100I+K103N,1,0.72715926,2.6232815
L100I+K103N,1,-0.46983883,-0.058045205
L100I+K103N,1,-0.6936121,0.90464944
L100I+K103N,1,-0.21371788,1.0565239
L100I+K103N,1,-0.0389105,-0.94629276
L100I+K103N,1,0.8321817,-0.8928273
L100I+K103N,1,0.22491261,1.3704907
L100I+K103N,1,-2.005873,2.385141
L100I+K103N,1,0.7258677,-0.3671913
L100I+K103N,1,-2.6957116,5.785648
L100I+K103N,1,-1.9583473,0.10365417
L100I+K103N,1,-4.2580485,7.5493765
L100I+K103N,1,-2.8665304,7.6959605
L100I+K103N,1,0.6753028,0.6590999
L100I+K103N,1,1.0512253,2.8100014
L100I+K103N,1,-0.7272422,2.413306
L100I+K103N,1,-0.07301946,4.327409
L100I+K103N,1,-0.48919606,5.1642118
L100I+K103N,1,-3.9380589,7.2073464
L100I+K103N,1,-3.5995302,6.9512596
L100I+K103N,1,-2.3774211,6.0088096
L100I+K103N,1,-0.120930284,1.380549
L100I+K103N,1,-1.4782654,4.2489223
L100I+K103N,1,0.19771002,1.8112904
L100I+K103N,1,0.17986403,5.0815597
